US,OGS,Ogdensburg Airport,Ogdensburg,NY
US,OIC,Norwich Eaton Airport,Norwich,NY
US,OIL,Oil City Splane Memorial Airport,Oil City,PA
US,OJC,Kansas City Johnson Co Executive Airport,Kansas City,MO
US,OKC,Oklahoma City Will Rogers World Airport,Oklahoma City,OK
US,OKK,Kokomo Municipal Airport,Kokomo,IN
US,OKM,Okmulgee Regional Airport,Okmulgee,OK
US,OKS,Oshkosh Garden County Airport,Oshkosh,NE
US,OLD,Old Town Airport,Old Town,ME
US,OLE,Olean Municipal Airport,Olean,NY
US,OLF,Wolf Point L.M. Clayton Airport,Wolf Point,MT
US,OLH,Old Harbor Airport,Old Harbor,AK
US,OLM,Olympia Regional Airport,Olympia,WA
US,OLS,Nogales International Airport,Nogales,AZ
US,OLU,Columbus Municipal Airport,Columbus,NE
US,OLV,Olive Branch Airport,Olive Branch,MS
US,OLY,Olney/Noble Airport,Olney/Noble,IL
US,OMA,Omaha Eppley Airfield Airport,Omaha,NE
US,OME,Nome Airport,Nome,AK
US,OMK,Omak Airport,Omak,WA
US,ONA,Winona Municipal Airport,Winona,MN
US,ONH,Oneonta Municipal Airport,Oneonta,NY
US,ONL,O'Neill Municipal Airport,O'Neill,NE
US,ONM,Socorro Municipal Airport,Socorro,NM
US,ONO,Ontario Municipal Airport,Ontario,OR
US,ONP,Newport Municipal Airport,Newport,OR
US,ONT,Ontario International Airport,Ontario,CA
US,ONY,Olney Municipal Airport,Olney,TX
US,OOA,Oskaloosa Municipal Airport,Oskaloosa,IA
US,OOK,Toksook Bay Airport,Toksook Bay,AK
US,OPF,Miami Opa-locka Executive Airport,Miami,FL
US,OPL,Opelousas St Landry Parish Airport,Opelousas,LA
US,ORD,Chicago O'Hare International Airport,Chicago,IL
US,ORF,Norfolk International Airport,Norfolk,VA
US,ORH,Worcester Airport,Worcester,MA
US,ORI,Port Lions Airport,Port Lions,AK
US,ORL,Orlando Executive Airport,Orlando,FL
US,ORQ,Norwalk Heliport,Norwalk,CT
US,ORT,Northway Airport,Northway,AK
US,ORV,Noorvik R. (Bob) Curtis Mem. Airport,Noorvik,AK
US,OSB,Osage Beach Grand Glaize Airport,Osage Beach,MO
US,OSC,Oscoda Wurtsmith Airport,Oscoda,MI
US,OSH,Oshkosh Wittman Regional Airport,Oshkosh,WI
US,OSU,Columbus Ohio State University Airport,Columbus,OH
US,OSX,Kosciusko Attala County Airport,Kosciusko,MS
US,OTG,Worthington Municipal Airport,Worthington,MN
US,OTH,North Bend Southwest Oregon Rgnl Airport,North Bend,OR
US,OTK,Tillamook Airport,Tillamook,OR
US,OTM,Ottumwa Regional Airport,Ottumwa,IA
US,OTN,Oaktown Ed-Air Airport,Oaktown,IN
US,OTS,Anacortes Airport,Anacortes,WA
US,OTZ,Kotzebue Ralph Wien Memorial Airport,Kotzebue,AK
US,OUN,Norman Max Westheimer Airport,Norman,OK
US,OVE,Oroville Municipal Airport,Oroville,CA
US,OWA,Owatonna Degner Regional Airport,Owatonna,MN
US,OWB,Owensboro Daviess County Airport,Owensboro,KY
US,OWD,Norwood Memorial Airport,Norwood,MA
US,OWK,Norridgewock Central Maine Airport,Norridgewock,ME
US,OXC,Oxford Waterbury-Oxford Airport,Oxford,CT
US,OXD,Oxford Miami University Airport,Oxford,OH
US,OXR,Oxnard/Ventura Oxnard Apt Airport,Oxnard/Ventura,CA
US,OZA,Ozona Municipal Airport,Ozona,TX
US,OZR,Fort Rucker/Ozark Cairns AAF Airport,Fort Rucker/Ozark,AL
US,PAE,Everett Snohomish County Airport,Everett,WA
US,PAH,Paducah Barkley Regional Airport,Paducah,KY
US,PAK,Hanapepe Port Allen Airport,Hanapepe,HI
US,PAM,Panama City Tyndall AFB Airport,Panama City,FL
US,PAO,Palo Alto Santa Clara County Airport,Palo Alto,CA
US,PAQ,Palmer Municipal Airport,Palmer,AK
US,PBF,Pine Bluff Grider Field Airport,Pine Bluff,AR
US,PBG,Plattsburgh International Airport,Plattsburgh,NY
US,PBI,West Palm Beach Palm Beach Intl Airport,West Palm Beach,FL
US,PCA,Portage Creek Airport,Portage Creek,AK
US,PCD,Prairie du Chien Municipal Airport,Prairie du Chien,WI
US,PCT,Princeton Airport,Princeton,NJ
US,PCU,Poplarville Pearl River County Airport,Poplarville,MS
US,PDB,Pedro Bay Airport,Pedro Bay,AK
US,PDK,Atlanta DeKalb-Peachtree Airport,Atlanta,GA
US,PDT,Pendleton Eastern Oregon Rgnl Airport,Pendleton,OR
US,PDX,Portland International Airport,Portland,OR
US,PEC,Pelican Sea Plane Base Airport,Pelican,AK
US,PEQ,Pecos Municipal Airport,Pecos,TX
US,PFC,Pacific City State Airport,Pacific City,OR
US,PGA,Page Municipal Airport,Page,AZ
US,PGC,Petersburg Grant County Airport,Petersburg,WV
US,PGD,Punta Gorda Airport,Punta Gorda,FL
US,PGL,Pascagoula Trent Lott Intl Airport,Pascagoula,MS
US,PGM,Port Graham Airport,Port Graham,AK
US,PGO,Pagosa Springs Stevens Field Airport,Pagosa Springs,CO
US,PGR,Paragould Kirk Field Airport,Paragould,AR
US,PGS,Peach Springs Grand Canyon Caverns Apt,Peach Springs,AZ
US,PGV,Greenville Pitt-Greenville Airport,Greenville,NC
US,PHD,New Philadelphia Harry Clever Field Apt,New Philadelphia,OH
US,PHF,Newport News/Williamsburg Intl Airport,Newport News/Williamsburg,VA
US,PHK,Pahokee Palm Beach Co Glades Airport,Pahokee,FL
US,PHL,Philadelphia International Airport,Philadelphia,PA
US,PHN,Port Huron St Clair County Intl Airport,Port Huron,
US,PHO,Point Hope Airport,Point Hope,AK
US,PHP,Philip Airport,Philip,SD
US,PHT,Paris Henry County Airport,Paris,TN
US,PHX,Phoenix Sky Harbor Intl Airport,Phoenix,AZ
US,PIA,Peoria General Downing Intl Airport,Peoria,IL
US,PIB,Hattiesburg/Laurel Regional Airport,Hattiesburg/Laurel,MS
US,PIE,Tampa St.Pete-Clearwater Int Airport,Tampa,FL
US,PIH,Pocatello Regional Airport,Pocatello,ID
US,PIM,Pine Mountain Harris County Airport,Pine Mountain,GA
US,PIP,Pilot Point Pilot Point Airport Airport,Pilot Point,AK
US,PIR,Pierre Regional Airport,Pierre,SD
US,PIT,Pittsburgh International Airport,Pittsburgh,PA
US,PIZ,Point Lay Airport,Point Lay,AK
US,PJB,Payson Airport,Payson,AZ
US,PKA,Napaskiak Airport,Napaskiak,AK
US,PKB,Parkersburg Mid-Ohio Valley Rgnl Airport,Parkersburg,WV
US,PKD,Park Rapids Municipal-Konshok Fld Apt,Park Rapids,MN
US,PKF,Park Falls Municipal Airport,Park Falls,WI
US,PLK,Branson M. Graham Clark Downtn Airport,Branson,MO
US,PLN,Pellston Regional (Emmet Co.) Airport,Pellston,MI
US,PLR,Pell City St Clair County Airport,Pell City,AL
US,PLY,Plymouth Municipal Airport,Plymouth,IN
US,PMB,Pembina Municipal Airport,Pembina,ND
US,PMD,Palmdale LA/Palmdale Regional Airport,Palmdale,CA
US,PMH,Portsmouth Regional Airport,Portsmouth,OH
US,PML,Port Moller Airport,Port Moller,AK
US,PMX,Palmer Metropolitan Airport,Palmer,MA
US,PNC,Ponca City Regional Airport,Ponca City,OK
US,PNE,Philadelphia North Philadelphia Airport,Philadelphia,PA
US,PNN,Princeton Airport,Princeton,ME
US,PNS,Pensacola International Airport,Pensacola,FL
US,PNU,Panguitch Municipal Airport,Panguitch,UT
US,PNX,Sherman/Denison North Texas Rgl Airport,Sherman/Denison,TX
US,POB,Fort Bragg Pope Field Airport,Fort Bragg,NC
US,POC,La Verne Brackett Field Airport,La Verne,CA
US,POE,Fort Polk Polk AAF Airport,Fort Polk,LA
US,POF,Poplar Bluff Municipal Airport,Poplar Bluff,MO
US,POH,Pocahontas Municipal Airport,Pocahontas,IA
US,POU,Poughkeepsie Dutchess County Airport,Poughkeepsie,NY
US,POY,Powell/Lovell Powell Municipal Airport,Powell/Lovell,WY
US,PPA,Pampa Perry Lefors Field Airport,Pampa,TX
US,PPC,Prospect Creek Airport,Prospect Creek,AK
US,PPF,Parsons Tri-City Airport,Parsons,KS
US,PPM,Pompano Beach Airpark Airport,Pompano Beach,FL
US,PPV,Port Protection Sea Plane Base Airport,Port Protection,AK
US,PQI,Presque Isle Municipal Airport,Presque Isle,ME
US,PQS,Pilot Station Airport,Pilot Station,AK
US,PRB,Paso Robles Municipal Airport,Paso Robles,CA
US,PRC,Prescott Ernest A. Love Field Airport,Prescott,AZ
US,PRO,Perry Municipal Airport,Perry,IA
US,PRW,Prentice Airport,Prentice,WI
US,PRX,Paris Cox Field Airport,Paris,TX
US,PRZ,Prineville Airport,Prineville,OR
US,PSB,Bellefonte Airport,Bellefonte/Philipsburg,PA
US,PSC,Pasco Tri-Cities Airport,Pasco,WA
US,PSF,Pittsfield Airport,Pittsfield,MA
US,PSG,Petersburg James A. Johnson Airport,Petersburg,AK
US,PSK,Dublin New River Valley Airport,Dublin,VA
US,PSM,Boston Portsmouth Pease Intl Airport,Boston,MA
US,PSN,Palestine Municipal Airport,Palestine,TX
US,PSP,Palm Springs International Airport,Palm Springs,CA
US,PSQ,Philadelphia Sea Plane Base Airport,Philadelphia,PA
US,PSX,Palacios Municipal Airport,Palacios,TX
US,PTA,Port Alsworth Airport,Port Alsworth,AK
US,PTB,Petersburg Dinwiddie County Airport,Petersburg,VA
US,PTC,Port Alice Sea Plane Base Airport,Port Alice,AK
US,PTD,Port Alexander Sea Plane Base Airport,Port Alexander,AK
US,PTH,Port Heiden Airport,Port Heiden,AK
US,PTK,Pontiac Oakland County Intl Airport,Pontiac,MI
US,PTN,Patterson Harry P. Williams Mem. Airport,Patterson,LA
US,PTS,Pittsburg Atkinson Municipal Airport,Pittsburg,KS
US,PTT,Pratt Regional Airport,Pratt,KS
US,PTU,Platinum Airport,Platinum,AK
US,PTV,Porterville Municipal Airport,Porterville,CA
US,PTW,Pottstown Pottstown/Limerick Airport,Pottstown,PA
US,PUB,Pueblo Memorial Airport,Pueblo,CO
US,PUC,Price Carbon County Regional Airport,Price,UT
US,PUL,Poulsbo Marina Moorage SPB Airport,Poulsbo,WA
US,PUW,Pullman/Moscow ID Regional Airport,Pullman/Moscow ID,WA
US,PVC,Provincetown Airport,Provincetown,MA
US,PVD,Providence Theodore Francis Airport,Providence,RI
US,PVF,Placerville Airport,Placerville,CA
US,PVL,Pikeville Pike County Regional Airport,Pikeville,KY
US,PVU,Provo Municipal Airport,Provo,UT
US,PVW,Plainview Hale County Airport,Plainview,TX
US,PWA,Oklahoma City Wiley Post Airport,Oklahoma City,OK
US,PWD,Plentywood Sher-Wood Airport,Plentywood,MT
US,PWK,Chicago Executive Airport,Chicago,IL
US,PWM,Portland Intl Jetport Airport,Portland,ME
US,PWR,Port Walter Sea Plane Base Airport,Port Walter,AK
US,PWT,Bremerton National Airport,Bremerton,WA
US,PWY,Pinedale Ralph Wenz Field Airport,Pinedale,WY
US,PXL,Polacca Airport,Polacca,AZ
US,PYL,Perry Island Sea Plane Base Airport,Perry Island,AK
US,PYM,Plymouth Airport,Plymouth,MA
US,PYS,Paradise Skypark Airport,Paradise,CA
US,QBF,Vail/Eagle Vail Bus Station,Vail/Eagle,CO
US,QCE,Copper Mountain Bus Station,Copper Mountain,CO
US,QCW,Wilton Off-line Point,Wilton,CT
US,QDK,Chattanooga Greyhound Bus Station,Chattanooga,TN
US,QFF,Brooklyn Off-line Point,Brooklyn,NJ
US,QFW,Fort Washington Off-line Point,Fort Washington,PA
US,QHO,Oak Brook Off-line Point,Oak Brook,IL
US,QHW,Brooklyn Off-line Point,Brooklyn,NJ
US,QJJ,Dalton FlightLink Bus Station,Dalton,GA
US,QKB,Breckenridge Bus Station,Breckenridge,CO
US,QKS,Keystone Bus Station,Keystone,CO
US,QLO,Los Angeles Ferry Port,Los Angeles,CA
US,QMP,Macon FlightLink Bus Station,Macon,GA
US,QMV,Montvale Airport,Montvale,NJ
US,QNY,New York Marine Air Terminal Airport,New York,NY
US,QTS,Englewood Off-line Point,Englewood,CO
US,QWF,Loveland Bus Station,Fort Collins/Loveland,CO
US,QWG,Charlotte Wilgrove Air Park Airport,Charlotte,NC
US,QWH,Fort Collins Bus Station,Fort Collins/Loveland,CO
US,QWM,Denver Longmont Bus Station,Denver,CO
US,QWP,Winter Park Bus Station,Winter Park,CO
US,QWY,Corvallis/Albany Albany Bus Station,Corvallis/Albany,OR
US,QXX,Fictitious Point Off-line Point,Fictitious Point,
US,QXY,Fictitious Point Off-line Point,Fictitious Point,
US,RAC,Racine John H. Batten Airport,Racine,WI
US,RAL,Riverside Municipal Airport,Riverside,CA
US,RAP,Rapid City Regional Airport,Rapid City,SD
US,RBD,Dallas Executive Airport,Dallas,TX
US,RBF,Big Bear City Airport,Big Bear City,CA
US,RBG,Roseburg Regional Airport,Roseburg,OR
US,RBK,Murrieta/Temecula French Valley Airport,Murrieta/Temecula,CA
US,RBL,Red Bluff Municipal Airport,Red Bluff,CA
US,RBW,Walterboro Lowcountry Regional Airport,Walterboro,SC
US,RBY,Ruby Airport,Ruby,AK
US,RCA,Rapid City Ellsworth AFB Airport,Rapid City,SD
US,RCE,Roche Harbor Sea Plane Base Airport,Roche Harbor,WA
US,RCK,Rockdale H.H. Coffield Regional Airport,Rockdale,TX
US,RCR,Rochester Fulton County Airport,Rochester,IN
US,RCT,Reed City Nartron Field Airport,Reed City,MI
US,RDB,Red Dog Airport,Red Dog,AK
US,RDD,Redding Municipal Airport,Redding,CA
US,RDG,Reading Municipal/Spaatz Fld Airport,Reading,PA
US,RDM,Redmond/Bend Roberts Field Airport,Redmond/Bend,OR
US,RDR,Grand Forks AFB Airport,Grand Forks,ND
US,RDU,Raleigh/Durham International Airport,Raleigh/Durham,NC
US,RDV,Red Devil Airport,Red Devil,AK
US,RED,Reedsville Mifflin County Airport,Reedsville,PA
US,REE,Lubbock Reese Airpark Airport,Lubbock,TX
US,REH,Rehoboth Beach Airport,Rehoboth Beach,DE
US,REO,Rome State Airport,Rome,OR
US,RFD,Chicago Chicago/Rockford Intl Airport,Chicago,IL
US,RFG,Refugio Rooke Field Airport,Refugio,TX
US,RFK,Rolling Fork Rollang Field Airport,Rolling Fork,MS
US,RGR,Ranger Municipal Airport,Ranger,TX
US,RHI,Rhinelander Oneida County Airport,Rhinelander,WI
US,RHV,San Jose Reid-Hillview Airport,San Jose,CA
US,RIC,Richmond International Airport,Richmond,VA
US,RID,Richmond Municipal Airport,Richmond,IN
US,RIE,Rice Lake Regional-Carl's Field Airport,Rice Lake,WI
US,RIF,Richfield Municipal Airport,Richfield,UT
US,RIL,Rifle Garfield County Rgnl Airport,Rifle,CO
US,RIR,Riverside Flabob Airport,Riverside,CA
US,RIV,Riverside March JARB Airport,Riverside,CA
US,RIW,Riverton Regional Airport,Riverton,WY
US,RKD,Rockland Knox County Regional Airport,Rockland,ME
US,RKH,Rock Hill York County-Bryant Fld Airport,Rock Hill,SC
US,RKP,Rockport Aransas County Airport,Rockport,TX
US,RKR,Poteau Robert S Kerr Airport,Poteau,OK
US,RKS,Rock Springs Sweetwater County Airport,Rock Springs,WY
US,RKW,Rockwood Municipal Airport,Rockwood,TN
US,RLD,Richland Airport,Richland,WA
US,RME,Rome Griffiss AFB Airport,Rome,NY
US,RMG,Rome Richard B Russell Rgnl Airport,Rome,GA
US,RMP,Rampart Airport,Rampart,AK
US,RMY,Mariposa Mariposa-Yosemite Airport,Mariposa,CA
US,RNC,McMinnville Warren County Memorial Apt,McMinnville,TN
US,RND,San Antonio Randolph AFB Airport,San Antonio,TX
US,RNG,Rangely Airport,Rangely,CO
US,RNH,New Richmond Regional Airport,New Richmond,WI
US,RNO,Reno Reno/Tahoe Intl Airport,Reno,NV
US,RNT,Renton Municipal Airport,Renton,WA
US,RNZ,Rensselaer Jasper County Airport,Rensselaer,IN
US,ROA,Roanoke Regional (Woodrum Fld) Airport,Roanoke,VA
US,ROC,Rochester Monroe County Airport,Rochester,NY
US,ROF,Montague/Yreka Rohrer Field Airport,Montague/Yreka,CA
US,ROG,Rogers Municipal - Carter Fld Airport,Rogers,AR
US,ROL,Roosevelt Municipal Airport,Roosevelt,UT
US,ROW,Roswell Intl Air Center Airport,Roswell,NM
US,ROX,Roseau Municipal Airport,Roseau,MN
US,RPX,Roundup Airport,Roundup,MT
US,RRL,Merrill Municipal Airport,Merrill,WI
US,RRT,Warroad International Memorial Airport,Warroad,MN
US,RSH,Russian Mission Airport,Russian Mission,AK
US,RSJ,Rosario Sea Plane Base Airport,Rosario,WA
US,RSL,Russell Municipal Airport,Russell,KS
US,RSN,Ruston Regional Airport,Ruston,LA
US,RST,Rochester International Airport,Rochester,MN
US,RSW,Fort Myers Southwest Florida Intl Apt,Fort Myers,FL
US,RSX,Rouses Point Airport,Rouses Point,NY
US,RTD,Placida Rotunda Heliport,Placida,FL
US,RTL,Spirit Lake Municipal Airport,Spirit Lake,IA
US,RTN,Raton Municipal (Crews Fld) Airport,Raton,NM
US,RUI,Ruidoso Sierra Blanca Regional Airport,Ruidoso,NM
US,RUT,Rutland Airport,Rutland,VT
US,RVR,Green River Municipal Airport,Green River,UT
US,RVS,Tulsa Richard Lloyd Jones Jr. Airport,Tulsa,OK
US,RWF,Redwood Falls Municipal Airport,Redwood Falls,MN
US,RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,NC
US,RWL,Rawlins Municipal (Harvey Fld) Airport,Rawlins,WY
US,RXE,Rexburg Madison County Airport,Rexburg,ID
US,RZZ,Roanoke Rapids Halifax County Airport,Roanoke Rapids,NC
US,SAA,Saratoga Shively Field Airport,Saratoga,WY
US,SAC,Sacramento Executive Airport,Sacramento,CA
US,SAD,Safford Regional Airport,Safford,AZ
US,SAF,Santa Fe Municipal Airport,Santa Fe,NM
US,SAN,San Diego International Airport,San Diego,CA
US,SAR,Sparta Sparta Community Airport,Sparta,IL
US,SAS,Salton City Salton Sea Airport,Salton City,CA
US,SAT,San Antonio International Airport,San Antonio,TX
US,SAV,Savannah Hilton Head Airport,Savannah,GA
US,SBA,Santa Barbara Municipal Airport,Santa Barbara,CA
US,SBD,San Bernardino International Airport,San Bernardino,CA
US,SBM,Sheboygan Sheboygan County Mem. Airport,Sheboygan,WI
US,SBN,South Bend International Airport,South Bend,IN
US,SBO,Salina/Gunnison Airport,Salina/Gunnison,UT
US,SBP,San Luis Obispo San Luis County Rgnl Apt,San Luis Obispo,CA
US,SBS,Steamboat Springs Bob Adams Field Apt,Steamboat Springs,CO
US,SBX,Shelby Airport,Shelby,MT
US,SBY,Salisbury Wicomico Rgl Airport,Salisbury/Ocean City,MD
US,SCB,Scribner State Airport,Scribner,NE
US,SCC,Prudhoe Bay/Deadhorse Deadhorse Airport,Prudhoe Bay/Deadhorse,AK
US,SCE,State College University Park Airport,State College,PA
US,SCF,Phoenix Scottsdale Apt Airport,Phoenix,AZ
US,SCH,Schenectady County Airport,Schenectady,NY
US,SCK,Sacramento Stockton Metropolitan Airport,Sacramento,CA
US,SCM,Scammon Bay Airport,Scammon Bay,AK
US,SCR,Scranton Municipal Airport,Scranton,PA
US,SDF,Louisville Intl-Standiford Fld Airport,Louisville,KY
US,SDM,San Diego Brown Field Municipal Airport,San Diego,CA
US,SDP,Sand Point Airport,Sand Point,AK
US,SDX,Sedona Airport,Sedona,AZ
US,SDY,Sidney Richland Municipal Airport,Sidney,MT
US,SEA,Seattle Seattle-Tacoma Intl Airport,Seattle,WA
US,SEE,San Diego Gillespie Field Airport,San Diego,CA
US,SEF,Sebring Regional Airport,Sebring,FL
US,SEG,Selinsgrove Penn Valley Airport,Selinsgrove,PA
US,SEM,Selma Craig Field Airport,Selma,AL
US,SEP,Stephenville Clark Field Rgl Airport,Stephenville,TX
US,SER,Seymour Freeman Municipal Airport,Seymour,IN
US,SFB,Orlando Sanford Intl Airport,Orlando,FL
US,SFF,Spokane Felts Field Airport,Spokane,WA
US,SFM,Sanford Airport,Sanford,ME
US,SFO,San Francisco International Airport,San Francisco,CA
US,SFY,Springfield Metropolitan Area,Springfield,MA
US,SFZ,Smithfield North Central Airport,Smithfield,RI
US,SGF,Springfield-Branson Natl Airport,Springfield,MO
US,SGH,Springfield Beckley Municipal Airport,Springfield,OH
US,SGR,Houston Sugar Land Regional Airport,Houston,TX
US,SGT,Stuttgart Municipal Airport,Stuttgart,AR
US,SGU,St George Municipal Airport,St George,UT
US,SGW,Saginaw Bay Saginaw SPB Airport,Saginaw Bay,AK
US,SGY,Skagway Airport,Skagway,AK
US,SHD,Shenandoah Valley Rgnl Airport,Staunton/Waynesboro,VA
US,SHG,Shungnak Airport,Shungnak,AK
US,SHH,Shishmaref Airport,Shishmaref,AK
US,SHN,Shelton Sanderson Field Airport,Shelton,WA
US,SHR,Sheridan Sheridan County Airport,Sheridan,WY
US,SHV,Shreveport Regional Airport,Shreveport,LA
US,SHX,Shageluk Airport,Shageluk,AK
US,SIK,Sikeston Memorial Municipal Airport,Sikeston,MO
US,SIT,Sitka Rocky Gutierrez Airport,Sitka,AK
US,SIV,Sullivan Sullivan County Airport,Sullivan,IN
US,SIY,Montague/Yreka Siskiyou County Airport,Montague/Yreka,CA
US,SJC,San Jose Norman Y. Mineta Intl Airport,San Jose,CA
US,SJN,St Johns Industrial Air Park Airport,St Johns,AZ
US,SJT,San Angelo Regional (Mathis Fld) Airport,San Angelo,TX
US,SKA,Spokane Fairchild AFB Airport,Spokane,WA
US,SKF,San Antonio Lackland AFB-Kelly Fld Apt,San Antonio,TX
US,SKK,Shaktoolik Airport,Shaktoolik,AK
US,SKW,Skwentna Airport,Skwentna,AK
US,SKY,Sandusky Griffing Sandusky Airport,Sandusky,OH
US,SLB,Storm Lake Municipal Airport,Storm Lake,IA
US,SLC,Salt Lake City International Airport,Salt Lake City,UT
US,SLE,Salem McNary Field Airport,Salem,OR
US,SLG,Siloam Springs Smith Field Airport,Siloam Springs,AR
US,SLK,Saranac Lake Adirondack Airport,Saranac Lake,NY
US,SLN,Salina Regional Airport,Salina,KS
US,SLO,Salem Leckrone Airport,Salem,IL
US,SLQ,Sleetmute Airport,Sleetmute,AK
US,SLR,Sulphur Springs Municipal Airport,Sulphur Springs,TX
US,SLT,Salida Harriet Alexander Fld Airport,Salida,CO
US,SMD,Fort Wayne Smith Field Airport,Fort Wayne,IN
US,SME,Somerset Lake Cumberland Rgnl Airport,Somerset,KY
US,SMF,Sacramento International Airport,Sacramento,CA
US,SMK,St Michael Airport,St Michael,AK
US,SMN,Salmon Lemhi County Airport,Salmon,ID
US,SMO,Santa Monica Municipal Airport,Santa Monica,CA
US,SMU,Sheep Mountain Airport,Sheep Mountain,AK
US,SMX,Santa Maria Public Apt Airport,Santa Maria,CA
US,SNA,Santa Ana John Wayne Airport,Santa Ana,CA
US,SNK,Snyder Winston Field Airport,Snyder,TX
US,SNL,Shawnee Regional Airport,Shawnee,OK
US,SNP,St Paul Island Airport,St Paul Island,AK
US,SNS,Salinas Municipal Airport,Salinas,CA
US,SNY,Sidney Municipal Airport,Sidney,NE
US,SOL,Solomon State Field Airport,Solomon,AK
US,SOP,Pinehurst/South. Pines Moore County Apt,Pinehurst/South. Pines,NC
US,SOV,Seldovia Airport,Seldovia,AK
US,SOW,Show Low Regional Airport,Show Low,AZ
US,SPA,Spartanburg Downtown Memorial Airport,Greenville/Spartanburg,SC
US,SPF,Spearfish Black Hills Airport,Spearfish,SD
US,SPG,Tampa St Pete-Albert Whitted Airport,Tampa,FL
US,SPI,Springfield A.Lincoln Capital Airport,Springfield,IL
US,SPQ,San Pedro Catalina Air-Sea H/P Heliport,San Pedro,CA
US,SPS,Wichita Falls Municipal/Sheppard AFB Apt,Wichita Falls,TX
US,SPW,Spencer Municipal Airport,Spencer,IA
US,SPZ,Fayetteville/Springdale Municipal Apt,Fayetteville/Springd.,AR
US,SQA,Santa Ynez Airport,Santa Ynez,CA
US,SQI,Sterling/Rock Falls Whiteside County Apt,Sterling/Rock Falls,IL
US,SQL,San Carlos Airport,San Carlos,CA
US,SQV,Sequim Sequim Valley Airport,Sequim,WA
US,SRC,Searcy Municipal Airport,Searcy,AR
US,SRF,San Rafael Airport Airport,San Rafael,CA
US,SRQ,Sarasota/Bradenton International Airport,Sarasota/Bradenton,FL
US,SRV,Stony River Airport,Stony River,AK
US,SRW,Salisbury Rowan County Airport,Salisbury,NC
US,SSC,Sumter Shaw AFB Airport,Sumter,SC
US,SSF,San Antonio Stinson Municipal Airport,San Antonio,TX
US,SSI,Brunswick Malcolm McKinnon Airport,Brunswick,GA
US,SSM,Sault Ste. Marie Municipal Airport,Sault Ste Marie,MI
US,SSW,Stuart Island Airpark Airport,Stuart Island,WA
US,STC,St Cloud Regional Airport,St Cloud,MN
US,STE,Stevens Point Municipal Airport,Stevens Point,WI
US,STG,St George Island Airport,St George Island,AK
US,STJ,St Joseph Rosecrans Memorial Airport,St Joseph,MO
US,STK,Sterling Municipal Airport,Sterling,CO
US,STL,St Louis Lambert-St Louis Intl Airport,St Louis,MO
US,STP,Minneapolis/St Paul Downtown Airport,Minneapolis/St Paul,MN
US,STQ,St Marys Airport,St Marys,PA
